Script started on 2026-09-19 19:44:03+08:00 [TERM="dumb" TTY="/dev/pts/7" COLUMNS="80" LINES="24"]
[INFO] [launch]: All log files can be found below /home/aa/.ros/log/2026-09-19-19-44-04-014969-rog-38409
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [mavros_node-1]: process started with pid [38435]
[mavros_node-1] [WARN] [1789819725.860693556] [mavros.sys]: FCU: UNK(8): EVENT 11047904 with args -0-0-0-0-0-0-0-0-0-247-255-127-128-247-255-127-128-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [INFO] [1789819725.860855740] [mavros.sys]: FCU: EVENT 377561 with args -8-0-0-0-20-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819725.860959511] [mavros.sys]: FCU: UNK(8): EVENT 1914663 with args -0-138-29-2-56-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [INFO] [1789819725.993549111] [mavros.sys]: FCU: EVENT 4277609 with args -0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [INFO] [1789819744.455571594] [mavros.sys]: FCU: EVENT 3322590 with args -0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819744.468023469] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819744.568022746] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819744.667721094] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819744.767801661] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819744.867505112] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819744.967523021] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819745.067850628] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819745.167740849] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819745.267750972] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819745.367668368] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819745.467738778] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819745.567744051] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819745.667887847] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819745.767754735] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819745.867667037] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819745.968083577] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819746.067898282] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819746.168167258] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819746.268266973] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819746.367990726] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819746.413961095] [mavros.sys]: FCU: UNK(8): EVENT 11047904 with args -0-0-0-16-0-0-0-0-0-247-191-127-128-247-191-127-128-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [INFO] [1789819746.414095475] [mavros.sys]: FCU: EVENT 377561 with args -8-0-0-0-20-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [ERROR] [1789819746.414249345] [mavros.sys]: FCU: EVENT 3087815 with args -0-64-0-0-20-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819746.414378343] [mavros.sys]: FCU: UNK(8): EVENT 1914663 with args -0-138-29-2-56-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819746.467880403] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819746.567863520] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819746.667728509] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819746.768073391] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819746.867888484] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819746.967766214] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819747.067835212] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819747.167740061] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819747.267664676] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819747.367670699] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819747.467634848] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819747.567840512] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [INFO] [1789819747.575657438] [mavros.sys]: FCU: EVENT 9844908 with args -0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819747.667724613] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819747.767637820] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819747.868007521] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819747.967945533] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819748.067579747] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819748.167408848] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819748.267625482] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819748.367627382] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819748.467630479] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819748.567808770] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819748.667794776] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819748.767651865] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819748.867857637] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819748.968700377] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819749.067903824] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819749.167604379] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819749.267925617] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819749.368154841] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819749.468077448] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819749.567959460] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [INFO] [1789819749.579690928] [mavros.sys]: FCU: EVENT 16017271 with args -6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819753.251951100] [mavros.sys]: FCU: UNK(8): EVENT 11047904 with args -0-0-0-16-0-0-0-0-0-247-191-127-128-247-191-127-128-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [INFO] [1789819753.252111357] [mavros.sys]: FCU: EVENT 377561 with args -8-0-0-0-20-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [ERROR] [1789819753.252245023] [mavros.sys]: FCU: EVENT 3087815 with args -0-64-0-0-20-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819753.252373456] [mavros.sys]: FCU: UNK(8): EVENT 1914663 with args -0-138-25-2-56-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
^C[WARNING] [launch]: user interrupted with ctrl-c (SIGINT)
[mavros_node-1] [INFO] [1789819905.068421391] [rclcpp]: signal_handler(SIGINT/SIGTERM)
[mavros_node-1] [WARN] [1789819905.069502883] [mavros]: UAS Executor terminated
[INFO] [mavros_node-1]: process has finished cleanly [pid 38435]

Script done on 2026-09-19 20:11:46+08:00 [COMMAND_EXIT_CODE="0"]
